URL,RESULT,FILENAME
https://garrettgman.github.io/rmarkdown/rmarkdown_websites.html,passed,README.md
https://bookdown.org/yihui/rmarkdown/rmarkdown-site.html,passed,README.md
https://ionic.io/ionicons,passed,editing.Rmd
https://www.w3schools.com/bootstrap/bootstrap_ref_comp_glyphs.asp,passed,editing.Rmd
https://fontawesome.com/,passed,editing.Rmd
https://www.ottrproject.org/writing_content.html,passed,editing.Rmd
